polarity, subjectivity, positive, negative, date, url 
-0.029772727272727277,0.3265909090909091,0.9999999985505214,1.4494494541493293e-09,21 Oct 2019,"https://www.businesstimes.com.sg/banking-finance/ny-goldman-sachs-banker-charged-with-insider-trading"
0.015534941249226965,0.32429665572522703,1.0,3.45732174126164e-25,10 Oct 2019,"https://www.businesstimes.com.sg/technology/goldman-sachs-rethinks-role-in-chinas-megvii-ipo-after-us-blacklist"
0.007894736842105262,0.287719298245614,0.9999999999998423,1.8410380043523535e-13,04 Oct 2019,"https://www.businesstimes.com.sg/banking-finance/malaysia-says-no-talks-with-goldman-sachs-on-recovering-funds-lost-in-1mdb-scandal"
0.060233739007323914,0.27815146069863056,1.0,3.705980154244784e-14,04 Oct 2019,"https://www.businesstimes.com.sg/real-estate/morgan-stanley-goldman-sachs-expected-to-lead-airbnbs-listing"
0.03378458773195616,0.2717899546846916,1.0,4.324518131066682e-14,03 Oct 2019,"https://www.businesstimes.com.sg/garage/morgan-stanley-goldman-sachs-poised-to-lead-airbnbs-listing-sources"
-0.029340277777777774,0.34722222222222227,0.9999999999955871,4.4125560369700156e-12,26 Sep 2019,"https://www.businesstimes.com.sg/banking-finance/goldman-sachs-seeks-to-resolve-1mdb-case-wants-to-help-return-money-to-msia"
0.11718750000000001,0.33749999999999997,0.9999962625441146,3.737455871673771e-06,02 Sep 2019,"https://www.businesstimes.com.sg/energy-commodities/nickel-likely-to-hit-us20000-a-tonne-on-indonesia-ban-goldman-sachs"
-0.004545454545454547,0.24848484848484845,0.9999999999947203,5.2551846171176744e-12,19 Aug 2019,"https://www.businesstimes.com.sg/government-economy/goldman-sachs-appoints-lawyer-to-observe-najib%E2%80%99s-second-1mdb-trial"
-0.027006172839506168,0.22299382716049385,1.0,5.646972917444859e-15,13 Aug 2019,"https://www.businesstimes.com.sg/banking-finance/a-goldman-sachs-analyst-is-bullish-on-bitcoin-but-is-goldman"
-0.05197172619047619,0.346391369047619,0.9999999999973995,2.6100022027532602e-12,09 Aug 2019,"https://www.businesstimes.com.sg/banking-finance/malaysia-files-charges-against-current-former-directors-of-goldman-sachs-units"
0.016073781291172592,0.23787878787878786,0.9983860668742752,0.0016139331257239472,22 Jul 2019,"https://www.businesstimes.com.sg/energy-commodities/goldman-sachs-sees-lower-oil-demand-growth-in-2019"
0.07893680393680393,0.33959466459466464,1.0,1.2377119178846204e-14,16 Jul 2019,"https://www.businesstimes.com.sg/consumer/goldman-sachs-profit-beats-estimates-boosted-by-strong-equities-trading"
0.05969937469937469,0.31787798621131946,1.0,6.723985166219782e-30,12 Jul 2019,"https://www.businesstimes.com.sg/banking-finance/how-china-can-create-its-own-goldman-sachs"
0.07418831168831168,0.38535559678416825,1.0,2.899242172156579e-19,31 May 2019,"https://www.businesstimes.com.sg/banking-finance/goldman-sachs-abandons-trumps-white-house-for-india"
0.010638998682476938,0.24367588932806325,0.9999999989167917,1.0832427419618018e-09,21 May 2019,"https://www.businesstimes.com.sg/companies-markets/goldman-sachs-in-talks-to-buy-bb-hotels-for-2b-euros"
0.018840125391849524,0.2377429467084639,0.9999999999878645,1.2155963712895644e-11,11 May 2019,"https://www.businesstimes.com.sg/banking-finance/goldman-sachs-nears-deal-to-buy-united-capital"
-0.02038961038961039,0.36367484367484376,1.0,1.8410654637087058e-19,07 May 2019,"https://www.businesstimes.com.sg/government-economy/ex-goldman-sachs-banker-roger-ng-pleads-not-guilty-to-1mdb-charges"
-0.03986185383244207,0.46312388591800363,0.9999999993291611,6.70856703649994e-10,25 Apr 2019,"https://www.businesstimes.com.sg/banking-finance/us-calling-for-goldman-sachs-guilty-plea-in-1mdb-scandal-report"
0.11921487603305785,0.26859504132231404,0.9999957397879077,4.260212071257991e-06,22 Apr 2019,"https://www.businesstimes.com.sg/banking-finance/top-goldman-sachs-etf-trader-quits-for-jpmorgan-report"
0.05948617123617125,0.4272396862396862,1.0,1.659673922679798e-30,20 Apr 2019,"https://www.businesstimes.com.sg/banking-finance/goldman-sachs-says-japan-is-still-holding-back-talented-women"
0.07141148325358852,0.3433014354066985,0.9999999999905438,9.461598600034586e-12,16 Apr 2019,"https://www.businesstimes.com.sg/banking-finance/goldman-sachs-to-layoff-98-bank-employees-in-new-york"
0.11171348031813147,0.38763297426088134,0.9999999999691097,3.087445672773586e-11,10 Apr 2019,"https://www.businesstimes.com.sg/garage/goldman-sachs-backed-airtrunk-raises-s450m-to-build-singapore-data-centre"
-0.025520833333333336,0.2364583333333333,0.9999763397896542,2.366021034957899e-05,03 Apr 2019,"https://www.businesstimes.com.sg/banking-finance/pound-expected-to-offer-big-opportunity-says-goldman-sachs"
0.065625,0.328125,0.9999992113308801,7.886691057898676e-07,26 Mar 2019,"https://www.businesstimes.com.sg/government-economy/goldman-sachs-keeps-brexit-bets-unchanged-after-uk-parliament-takes-control"
-0.06851851851851852,0.3462962962962963,0.9999990919740486,9.080259490705522e-07,22 Feb 2019,"https://www.businesstimes.com.sg/government-economy/ex-goldman-sachs-banker-roger-ngs-home-raided-in-1mdb-probe"
0.05636111111111112,0.34905555555555545,1.0,6.2084123315129794e-18,14 Feb 2019,"https://www.businesstimes.com.sg/energy-commodities/opecs-shock-and-awe%C2%A0will-drive-oil-higher-says-goldman-sachs"
0.06945075757575757,0.31907196969696977,1.0,1.6889887666906843e-14,09 Feb 2019,"https://www.businesstimes.com.sg/banking-finance/humbled-goldman-sachs-still-faces-questions-on-1mdb"
0.007359307359307357,0.1800865800865801,0.9997116436056356,0.00028835639439772707,01 Feb 2019,"https://www.businesstimes.com.sg/consumer/goldman-sachs-offices-ditch-single-use-plastics"
0.04502281052281052,0.3497787212787213,1.0,2.5100265558117783e-25,18 Jan 2019,"https://www.businesstimes.com.sg/banking-finance/goldman-sachs-boa-report-strong-earnings"
0.045726291937229435,0.3532908887987013,1.0,4.8854112246981747e-26,17 Jan 2019,"https://www.businesstimes.com.sg/banking-finance/goldman-sachs-bank-of-america-rock-earnings"
-0.011971606824548,0.2961007130124777,1.0,2.1523514276886183e-20,07 Jan 2019,"https://www.businesstimes.com.sg/government-economy/ex-goldman-sachs-banker-denied-bail-in-malaysia-pending-extradition-to-us"
-0.03989786255411257,0.37517924783549783,1.0,8.653530877644226e-16,22 Dec 2018,"https://www.businesstimes.com.sg/government-economy/goldman-sachs-ceo-defends-bank-in-1mdb-scandal"
-0.062116355866355874,0.3710615773115774,1.0,2.3610573904286018e-17,22 Dec 2018,"https://www.businesstimes.com.sg/banking-finance/singapore-to-expand-1mdb-criminal-probe-to-include-goldman-sachs-group-sources"
-0.0070346320346320445,0.41562326562326574,1.0,1.3124600588485714e-19,21 Dec 2018,"https://www.businesstimes.com.sg/government-economy/malaysia-seeks-us75b-in-reparations-from-goldman-sachs-report"
0.032779853327798536,0.4242458834924589,1.0,8.53110132989557e-29,19 Dec 2018,"https://www.businesstimes.com.sg/banking-finance/new-criminal-charges-for-goldman-sachs-deepen-crisis"
0.04005723905723906,0.42877104377104386,1.0,1.1409875315893433e-29,18 Dec 2018,"https://www.businesstimes.com.sg/banking-finance/new-criminal-charges-for-goldman-sachs-deepen-crisis-for-wall-street-giant"
-0.10104166666666668,0.3020833333333333,0.9999999506113441,4.938869269412654e-08,17 Dec 2018,"https://www.businesstimes.com.sg/government-economy/malaysia-files-criminal-charges-against-goldman-sachs-in-1mdb-probe"
0.0897303115185468,0.33284570070452424,1.0,1.5240240445112088e-24,10 Dec 2018,"https://www.businesstimes.com.sg/banking-finance/goldman-sachss-india-ceo-expects-merger-rush-to-extend-in-2019"
0.013432400932400933,0.31453962703962696,1.0,4.683832571519301e-18,28 Nov 2018,"https://www.businesstimes.com.sg/government-economy/goldman-sachs-could-wind-up-paying-twice-for-1mdb"
-0.044805194805194806,0.32287157287157287,0.9999999999995272,4.616673601836533e-13,26 Nov 2018,"https://www.businesstimes.com.sg/government-economy/goldman-sachs-tightened-risk-oversight-after-1mdb-deal-ft"
0.06863636363636363,0.18878787878787878,0.9999996493885148,3.506114994255225e-07,23 Nov 2018,"https://www.businesstimes.com.sg/government-economy/global-markets-will-return-to-normality-in-2019-goldman-sachs"
-0.033396464646464646,0.3333543771043771,1.0,2.2790452440554587e-18,22 Nov 2018,"https://www.businesstimes.com.sg/government-economy/goldman-sachs-sued-by-abu-dhabi-fund-over-1mdb-scandal"
0.05029137529137529,0.4550310800310801,1.0,1.431297137841149e-18,16 Nov 2018,"https://www.businesstimes.com.sg/government-economy/goldman-sachs-ceo-says-hes-personally-outraged-by-1mdb-scandal"
0.024147361647361646,0.4449163449163449,1.0,9.450775070475753e-17,14 Nov 2018,"https://www.businesstimes.com.sg/banking-finance/goldman-sachs-bankers-cheated-malaysia-over-1mdb-mahathir"
0.001363636363636363,0.4036195286195288,1.0,2.907195933427405e-17,13 Nov 2018,"https://www.businesstimes.com.sg/banking-finance/goldman-sachs-tumbles-on-1mdb-scandal-and-fear-of-the-unknown"
0.010588205285174977,0.3736284198405411,1.0,1.4131537634377732e-26,03 Nov 2018,"https://www.businesstimes.com.sg/banking-finance/goldman-sachs-stung-by-us-probe-into-1mdb"
-0.02304252199413491,0.3504496578690129,1.0,1.6344156176523643e-19,02 Nov 2018,"https://www.businesstimes.com.sg/government-economy/us-charges-2-ex-goldman-sachs-bankers-in-malaysias-1mdb-scandal"
0.11863636363636362,0.4304545454545455,0.9999996031864978,3.968134615169412e-07,26 Oct 2018,"https://www.businesstimes.com.sg/transport/spacex-seeks-us500m-loan-via-goldman-sachs"
0.06530934343434343,0.2425820707070707,1.0,5.734220114579199e-15,22 Oct 2018,"https://www.businesstimes.com.sg/banking-finance/goldman-sachs-changes-asia-investment-banking-leadership-memo"
0.08958633958633958,0.3319143819143819,0.9999998803800342,1.1961998230648285e-07,10 Oct 2018,"https://www.businesstimes.com.sg/companies-markets/goldman-sachs-sees-asian-stock-rebound-in-q4"
-0.007953761214630779,0.2503968253968254,0.9999987813448897,1.2186551020182583e-06,07 Sep 2018,"https://www.businesstimes.com.sg/banking-finance/bitcoin-extends-slump-on-goldman-sachs-report"
-0.07346041055718475,0.2599706744868035,0.9999999997837681,2.1625985358267427e-10,10 Aug 2018,"https://www.businesstimes.com.sg/banking-finance/goldman-sachs-sued-by-ex-managing-director-who-said-he-was-whistleblower"
0.09056109120764291,0.30345760561277807,1.0,1.9364529417496522e-17,19 Jul 2018,"https://www.businesstimes.com.sg/banking-finance/goldman-sachs-names-david-solomon-as-new-ceo"
-0.03521432815550463,0.465444147355912,0.9999999999997636,2.347000751309005e-13,17 Jul 2018,"https://www.businesstimes.com.sg/energy-commodities/goldman-sachs-expects-volatile-oil-market-prices-between-us70-and-us80-per-barrel"
0.055161913250148534,0.41121509209744506,0.9999999999993696,5.804919619389357e-13,17 Jul 2018,"https://www.businesstimes.com.sg/banking-finance/goldman-sachs-set-to-name-new-ceo-this-week-report"
0.0015625000000000049,0.3969270833333333,0.9999999999999212,5.000391110824439e-14,05 Jul 2018,"https://www.businesstimes.com.sg/energy-commodities/goldman-sachs-says-maintains-bullish-view-on-commodities"
0.03759775171065493,0.2676808406647117,1.0,1.0785441870869364e-24,28 Jun 2018,"https://www.businesstimes.com.sg/government-economy/goldman-sachs-lunch-at-singapores-taste-paradise-set-the-scene-for-1mdbs-money"
0.09689814814814815,0.42324074074074075,0.9999998748556409,1.251443963616861e-07,26 Jun 2018,"https://www.businesstimes.com.sg/banking-finance/weakening-fx-better-than-selling-us-debt-for-china-goldman-sachs"
0.06186868686868686,0.33814491064491065,0.9999999999999212,9.49728552688538e-14,30 May 2018,"https://www.businesstimes.com.sg/technology/goldman-sachs-invests-us200m-in-mobile-video-game-maker-voodoo"
0.1203125,0.3255208333333333,0.9999998455559869,1.544440423304366e-07,11 May 2018,"http://www.businesstimes.com.sg/technology/apple-goldman-sachs-collaborating-on-credit-card-report"
0.08724406224406223,0.40707265707265716,1.0,1.390469761317676e-20,18 Apr 2018,"http://www.businesstimes.com.sg/banking-finance/goldman-sachs-reports-higher-q1-earnings"
0.05197510822510823,0.26888528138528145,0.9999999995795928,4.20432077314756e-10,16 Apr 2018,"http://www.businesstimes.com.sg/banking-finance/goldman-sachs-buys-personal-finance-start-up-clarity-money"
0.021911421911421917,0.27941545633853326,1.0,2.3713442129830206e-16,31 Mar 2018,"http://www.businesstimes.com.sg/consumer/goldman-sachs-google-women-march-ahead-with-gender-bias-suits"
0.11495966155057064,0.410724124360488,1.0,1.2386810765624936e-18,16 Mar 2018,"http://www.businesstimes.com.sg/government-economy/goldman-sachs-sees-reshaping-of-industries-driving-ma"
0.21856060606060604,0.3056186868686869,0.9999966018764679,3.3981235235134112e-06,12 Mar 2018,"http://www.businesstimes.com.sg/banking-finance/at-goldman-sachs-its-time-to-fill-in-the-blankfein"
-0.00949288806431663,0.38116883116883116,0.9999999981106502,1.8893487167690528e-09,30 Jan 2018,"http://www.businesstimes.com.sg/consumer/goldman-sachs-invests-in-pea-milk-beverage-startup-ripple-foods"
0.012121212121212121,0.11515151515151514,0.9999996120260763,3.879739170257549e-07,19 Jan 2018,"http://www.businesstimes.com.sg/banking-finance/rajiv-shah-leaves-bnp-paribas-for-goldman-sachs"
-0.011272893772893765,0.4620970695970694,0.9999999993087514,6.91280416288866e-10,16 Jan 2018,"http://www.businesstimes.com.sg/energy-commodities/goldman-sachs-sees-likelihood-crude-prices-will-exceed-forecasts"
0.11136078833447254,0.33707564365459103,1.0,1.0925625325584089e-21,10 Jan 2018,"http://www.businesstimes.com.sg/real-estate/real-estate-investing-startup-cadre-partners-with-goldman-sachs"
0.07626262626262625,0.21717171717171718,0.9999430332194829,5.696678052051454e-05,01 Jan 2018,"http://www.businesstimes.com.sg/companies-markets/goldman-sachs-sees-us5b-earnings-hit-in-q4-before-new-us-tax-law"
0.005555555555555554,0.2148148148148148,0.9999997651760902,2.348239224131322e-07,22 Nov 2017,"http://www.businesstimes.com.sg/banking-finance/goldman-sachs-ordered-to-pay-321-billion-rupiah-to-indonesian-tycoon"
0.15152316818983483,0.3471701138367805,0.9999999999728922,2.7080263522156568e-11,20 Nov 2017,"http://www.businesstimes.com.sg/government-economy/goldman-sachs-sees-fed-raising-rates-four-times-in-2018"
0.09370982552800734,0.24334251606978877,0.9999951997729848,4.800227023608383e-06,18 Nov 2017,"http://www.businesstimes.com.sg/investing-wealth/goldman-sachs-group-inc-to-double-down-on-global-economy-in-2018"
